term	reading	frequency	kana_frequency
かみつく	かみつく	28390	
ユウリ	ユウリ	28391	
小間使い	こまづかい	28392	169750
焚きつける	たきつける	28393	42384
おのずから	おのずから	28394	
１万円	いちまんえん	28395	198095
にわか	にわか	28396	
はつ	はつ	28397	
腹いっぱい	はらいっぱい	28398	293530
ザコ	ザコ	28399	
追いかけ回す	おいかけまわす	28400	266619
あんな	あんな	28401	
重傷者	じゅうしょうしゃ	28402	
べくして	べくして	28403	
粉雪	こなゆき	28404	96178
Ａ級	エーきゅう	28405	
どっさり	どっさり	28406	
ランド	ランド	28407	
祭り上げる	まつりあげる	28408	94715
エア	エア	28409	
世界各国	せかいかっこく	28410	
防波堤	ぼうはてい	28411	183815
ぬるま湯	ぬるまゆ	28412	166075
崖下	がいか	28413	
着付け	きつけ	28414	100871
喧伝	けんでん	28415	122800
フローラ	フローラ	28416	
濡れ衣	ぬれぎぬ	28417	54884
オペレーター	オペレーター	28418	
新兵	しんぺい	28419	130150
介する	かいする	28420	70693
裏打ち	うらうち	28421	216705
気が弱い	きがよわい	28422	
夜襲	やしゅう	28423	
因	よすが	28424	45377
鮮度	せんど	28425	
日本国	にほんこく	28426	221362
理想郷	りそうきょう	28427	242395
目利き	めきき	28428	
後方支援	こうほうしえん	28429	
弾頭	だんとう	28430	199369
あやかし	あやかし	28431	
ジャズ	ジャズ	28432	
全権	ぜんけん	28433	269786
疫病神	やくびょうがみ	28434	169712
口数が少ない	くちかずがすくない	28435	289005
至上主義	しじょうしゅぎ	28436	
日記帳	にっきちょう	28437	301990
土地勘	とちかん	28438	
間違い無い	まちがいない	28439	18195
つややか	つややか	28440	
番をする	ばんをする	28441	180933
カシャ	カシャ	28442	
俊	しゅん	28443	
真赤	まあか	28444	221392
損壊	そんかい	28445	
保持者	ほじしゃ	28446	
腫瘍	しゅよう	28447	211340
後手に回る	ごてにまわる	28448	
一括	いっかつ	28449	92894
登城	とじょう	28450	
富裕層	ふゆうそう	28451	
俗に言う	ぞくにいう	28452	193314
肝を冷やす	きもをひやす	28453	211378
趣味が悪い	しゅみがわるい	28454	315844
禍	か	28455	
弊社	へいしゃ	28456	
ずんぐり	ずんぐり	28457	
低級	ていきゅう	28458	190100
不似合い	ふにあい	28459	223667
うっせー	うっせー	28460	
茶菓子	ちゃがし	28461	
てくてく	てくてく	28462	
くせして	くせして	28463	
一般常識	いっぱんじょうしき	28464	
淡白	たんぱく	28465	142186
死す	しす	28466	
湊	みなと	28467	39591
引火	いんか	28468	
送り迎え	おくりむかえ	28469	
明るみに出る	あかるみにでる	28470	313348
盟主	めいしゅ	28471	
拭い去る	ぬぐいさる	28472	115529
副産物	ふくさんぶつ	28473	302172
さます	さます	28474	
ざんねん	ざんねん	28475	
分の	ぶんの	28476	232565
なんとやら	なんとやら	28477	
ソイツ	ソイツ	28478	
コケにする	コケにする	28479	
目いっぱい	めいっぱい	28480	23687
話しだす	はなしだす	28481	199536
止まり	とまり	28482	77117
ブドウ	ブドウ	28483	
アザ	アザ	28484	
マ	マ	28485	
わたくし達	わたくしたち	28486	12196
ひろう	ひろう	28487	
いてもたってもいられない	いてもたってもいられない	28488	
たおれる	たおれる	28489	
ほんもの	ほんもの	28490	
プレーヤー	プレーヤー	28491	
えだる	えだる	28492	
ものごと	ものごと	28493	
カズ	カズ	28494	
たまげる	たまげる	28495	
居たたまれない	いたたまれない	28496	12685
ともなく	ともなく	28497	
ねじ	ねじ	28498	
どうもありがとうございました	どうもありがとうございました	28499	
ケジメ	ケジメ	28500	
親心	おやごころ	28501	258038
頭に来る	あたまにくる	28502	134426
至	し	28503	
明晰	めいせき	28504	77342
紐解く	ひもとく	28505	60493
いかよう	いかよう	28506	
ザック	ザック	28507	
転化	てんか	28508	
結構大変	けっこうたいへん	28509	168668
習い事	ならいごと	28510	303644
その外	そのほか	28511	14682
命に別状はない	いのちにべつじょうはない	28512	
プロット	プロット	28513	
遺骸	いがい	28514	
野戦	やせん	28515	
メールアドレス	メールアドレス	28516	
夢見心地	ゆめみごこち	28517	233317
死活問題	しかつもんだい	28518	298730
上辺	じょうへん	28519	262972
悄然	しょうぜん	28520	309875
罰が当たる	ばちがあたる	28521	117137
監	げん	28522	
撥ねる	はねる	28523	7995
根源的	こんげんてき	28524	
二流	にりゅう	28525	
金槌	かなづち	28526	68895
好印象	こういんしょう	28527	
焦点が合う	しょうてんがあう	28528	
後ろ髪を引かれる	うしろがみをひかれる	28529	
行動原理	こうどうげんり	28530	
二度三度	にどさんど	28531	
症例	しょうれい	28532	
寝る時間	ねるじかん	28533	
溶け出す	とけだす	28534	137495
黄ばむ	きばむ	28535	
エリック	エリック	28536	
間を空ける	まをあける	28537	312868
宝剣	ほうけん	28538	
ガー	ガー	28539	
度外視	どがいし	28540	134072
土佐	とさ	28541	
オー	オー	28542	
押し退ける	おしのける	28543	56988
リーク	リーク	28544	
スプリング	スプリング	28545	
現行犯	げんこうはん	28546	
一役買う	ひとやくかう	28547	
突然変異	とつぜんへんい	28548	289622
相談役	そうだんやく	28549	
フォーメーション	フォーメーション	28550	
教育者	きょういくしゃ	28551	228052
ラブホテル	ラブホテル	28552	
言わせておく	いわせておく	28553	108615
武勲	ぶくん	28554	161524
煙管	キセル	28555	59094
吹き出る	ふきでる	28556	132255
石橋	いしばし	28557	187716
瀟洒	しょうしゃ	28558	70900
金融	きんゆう	28559	
奨学金	しょうがくきん	28560	248613
学舎	がくしゃ	28561	
融ける	とける	28562	69691
ツーショット	ツーショット	28563	
駆けこむ	かけこむ	28564	45090
援護射撃	えんごしゃげき	28565	
蒔く	まく	28566	
ゲー	ゲー	28567	
気が気でない	きがきでない	28568	
身が入る	みがはいる	28569	
ベルリン	ベルリン	28570	
入賞	にゅうしょう	28571	
飛散	ひさん	28572	
火急	かきゅう	28573	134914
決議	けつぎ	28574	232363
ちり	ちり	28575	
がつがつ	がつがつ	28576	
乾ききる	かわききる	28577	107880
有難う	ありがとう	28578	508
じらす	じらす	28579	
足がすくむ	あしがすくむ	28580	
いいよる	いいよる	28581	
運びこむ	はこびこむ	28582	106760
とびこむ	とびこむ	28583	
２８日	にじゅうはちにち	28584	
しめつける	しめつける	28585	
そのひと	そのひと	28586	
ゆうに	ゆうに	28587	
胸ぐら	むなぐら	28588	154263
けげん	けげん	28589	
訛り	なまり	28590	
ぎする	ぎする	28591	
役立たず	やくたたず	28592	141224
かげん	かげん	28593	
ぶか	ぶか	28594	
めりこむ	めりこむ	28595	
つかわす	つかわす	28596	
ぴき	ぴき	28597	
しばらくのあいだ	しばらくのあいだ	28598	
さしのべる	さしのべる	28599	
いらだつ	いらだつ	28600	
かよう	かよう	28601	
家電	かでん	28602	
逆算	ぎゃくさん	28603	
人面	じんめん	28604	225955
最寄り駅	もよりえき	28605	
腐るほど	くさるほど	28606	132787
励み	はげみ	28607	112452
バレンタインデー	バレンタインデー	28608	
依る	よる	28609	1257
身一つ	みひとつ	28610	197842
鋸	のこぎり	28611	40600
ガシガシ	ガシガシ	28612	
牙を剝く	きばをむく	28613	218766
手順を踏む	てじゅんをふむ	28614	
上衣	うわぎ	28615	77138
矢面に立つ	やおもてにたつ	28616	
踏み入れる	ふみいれる	28617	210849
数珠	じゅず	28618	
均一	きんいつ	28619	285944
手中に収める	しゅちゅうにおさめる	28620	
このほか	このほか	28621	
落馬	らくば	28622	
消費量	しょうひりょう	28623	
燃え移る	もえうつる	28624	212650
道幅	みちはば	28625	247364
頭の回転	あたまのかいてん	28626	
黒子	ほくろ	28627	33183
有り得	ありう	28628	
後から後から	あとからあとから	28629	37694
悼む	いたむ	28630	
だから何だ	だからなんだ	28631	21800
将来有望	しょうらいゆうぼう	28632	296956
鬱々	うつうつ	28633	80555
混み合う	こみあう	28634	136266
送り主	おくりぬし	28635	
計器	けいき	28636	
感謝の念	かんしゃのねん	28637	
輪になる	わになる	28638	59882
万感	ばんかん	28639	182376
図に乗る	ずにのる	28640	258295
誰何	すいか	28641	
ういっす	ういっす	28642	
未曾有	みぞう	28643	211281
語り掛ける	かたりかける	28644	158536
真鍮	しんちゅう	28645	67386
盤上	ばんじょう	28646	
進退	しんたい	28647	228551
美点	びてん	28648	
凝	しこり	28649	26294
目移り	めうつり	28650	
ヒステリー	ヒステリー	28651	
にかわって	にかわって	28652	
息を荒げる	いきをあらげる	28653	
美声	びせい	28654	205035
もこもこ	もこもこ	28655	
暴食	ぼうしょく	28656	189763
筐体	きょうたい	28657	300565
安売り	やすうり	28658	
テレビ番組	テレビばんぐみ	28659	
メモリー	メモリー	28660	
拳骨	げんこつ	28661	40983
力場	りきば	28662	231128
鉄拳	てっけん	28663	141809
一つ二つ	ひとつふたつ	28664	55181
樹立	じゅりつ	28665	213378
すくすく	すくすく	28666	
飢饉	ききん	28667	85427
包み紙	つつみがみ	28668	252132
再起不能	さいきふのう	28669	
お前が言うな	おまえがいうな	28670	
学級	がっきゅう	28671	163424
ブラジル	ブラジル	28672	
悲劇的	ひげきてき	28673	296516
北朝鮮	きたちょうせん	28674	
巻き毛	まきげ	28675	
表皮	ひょうひ	28676	
妖魔	ようま	28677	
小躍り	こおどり	28678	96070
総本山	そうほんざん	28679	292953
すげない	すげない	28680	
ゴソゴソ	ゴソゴソ	28681	
ありもしない	ありもしない	28682	
さしあたる	さしあたる	28683	
身にしみる	みにしみる	28684	
スウ	スウ	28685	
どうぞう	どうぞう	28686	
おかす	おかす	28687	
タイマン	タイマン	28688	
わき上がる	わきあがる	28689	36986
言いぐさ	いいぐさ	28690	85090
なぎ払う	なぎはらう	28691	90001
ちかちか	ちかちか	28692	
うつ	うつ	28693	
ムチャクチャ	ムチャクチャ	28694	
骨組み	ほねぐみ	28695	256467
ずみ	ずみ	28696	
ラク	ラク	28697	
ミソ	ミソ	28698	
ツルツル	ツルツル	28699	
ミミ	ミミ	28700	
がち	がち	28701	
リリース	リリース	28702	
友好関係	ゆうこうかんけい	28703	293031
些事	さじ	28704	
先天的	せんてんてき	28705	
帰郷	ききょう	28706	
吹き上げる	ふきあげる	28707	88300
人物像	じんぶつぞう	28708	
遊び人	あそびにん	28709	
只者	ただもの	28710	313664
コルセット	コルセット	28711	
証明書	しょうめいしょ	28712	
首を取る	くびをとる	28713	297497
癇に障る	かんにさわる	28714	161965
噴き上げる	ふきあげる	28715	88300
河童	かっぱ	28716	30500
片想い	かたおもい	28717	195325
俗物	ぞくぶつ	28718	282615
妙齢	みょうれい	28719	192499
陰ながら	かげながら	28720	116785
初夜	しょや	28721	246911
ずい	ずい	28722	
絵師	えし	28723	
臀部	でんぶ	28724	
むしゃむしゃ	むしゃむしゃ	28725	
行き倒れ	いきだおれ	28726	
似たり寄ったり	にたりよったり	28727	
戦々恐々	せんせんきょうきょう	28728	154332
世界が広がる	せかいがひろがる	28729	
等級	とうきゅう	28730	
齎す	もたらす	28731	2459
ポップコーン	ポップコーン	28732	
一人でも多く	ひとりでもおおく	28733	
人工物	じんこうぶつ	28734	
ユリウス	ユリウス	28735	
巨額	きょがく	28736	
宅配	たくはい	28737	
トウモロコシ	トウモロコシ	28738	
終日	しゅうじつ	28739	
本田	ほんでん	28740	
老婦人	ろうふじん	28741	
間が悪い	まがわるい	28742	232220
やける	やける	28743	
モーター	モーター	28744	
乗りこなす	のりこなす	28745	207505
河川	かせん	28746	
ご愁傷様	ごしゅうしょうさま	28747	247587
戦斧	せんぷ	28748	
人目を引く	ひとめをひく	28749	
比類	ひるい	28750	
円筒	えんとう	28751	169590
垂	しで	28752	216624
祝日	しゅくじつ	28753	310223
壷	つぼ	28754	18370
掲示	けいじ	28755	83980
大山	たいざん	28756	221642
装甲車	そうこうしゃ	28757	295087
観葉植物	かんようしょくぶつ	28758	
電磁波	でんじは	28759	
ある程度まで	あるていどまで	28760	259226
生肉	せいにく	28761	
シック	シック	28762	
キャラメル	キャラメル	28763	
特待生	とくたいせい	28764	
ブーメラン	ブーメラン	28765	
ＭＯ	エムオー	28766	257621
進呈	しんてい	28767	282883
海の家	うみのいえ	28768	287248
超常	ちょうじょう	28769	
布巾	ふきん	28770	75259
不健全	ふけんぜん	28771	308454
リーダーシップ	リーダーシップ	28772	
従姉妹	いとこ	28773	
一定数	いっていすう	28774	
職種	しょくしゅ	28775	219670
語り口	かたりくち	28776	
以てする	もってする	28777	17600
リリ	リリ	28778	
婿入り	むこいり	28779	163436
知らないふり	しらないふり	28780	189239
モヤ	モヤ	28781	
できっこない	できっこない	28782	
オトコ	オトコ	28783	
アァ	アァ	28784	
２日間	ふつかかん	28785	
ガチャン	ガチャン	28786	
居心地がいい	いごこちがいい	28787	164516
にかぎって	にかぎって	28788	
バカ者	バカもの	28789	128802
うつむき	うつむき	28790	
やから	やから	28791	
アタマ	アタマ	28792	
ほんに	ほんに	28793	
せき込む	せきこむ	28794	279376
タチの悪い	タチのわるい	28795	192693
せかす	せかす	28796	
はりつく	はりつく	28797	
２組	ふたくみ	28798	195712
